PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
2014,"Walker, Robert S.; Hill, Kim R.","Causes, Consequences, and Kin Bias of Human Group Fissions",HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,25,4,10.1007/s12110-014-9209-0,6,0.8571428571428571
2014,"Hendel, Tova; Kagan, Ilya",Organisational values and organisational commitment: do nurses' ethno-cultural differences matter?,JOURNAL OF NURSING MANAGEMENT,22,4,10.1111/jonm.12010,6,0.8571428571428571
2014,"Al-Khudair, Rayya Ibrahim; Al-Eisa, Einas",Applicability of the Pediatric Evaluation of Disability Inventory among Saudi children,DISABILITY AND REHABILITATION,36,8,10.3109/09638288.2013.806598,6,0.8571428571428571
2014,"Almakaeva, A. M.",Measuring generalized trust in cross-cultural studies,SOTSIOLOGICHESKIE ISSLEDOVANIYA,NA,11,NA,6,0.8571428571428571
2014,"Chasiotis, Athanasios; Bender, Michael; Hofer, Jan","Childhood Context Explains Cultural Variance in Implicit Parenting Motivation: Results from Two Studies with Six Samples from Cameroon, Costa Rica, Germany, and PR China",EVOLUTIONARY PSYCHOLOGY,12,2,NA,6,0.8571428571428571
1994,"NAGOSHI, CT; NAKATA, T; SASANO, K; WOOD, MD","ALCOHOL NORMS, EXPECTANCIES, AND REASONS FOR DRINKING AND ALCOHOL-USE IN A US VERSUS A JAPANESE COLLEGE SAMPLE",ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,18,3,10.1111/j.1530-0277.1994.tb00929.x,23,0.8518518518518519
1994,"Ishiwata, R; Sakai, A",The physician-patient relationship and medical ethics in Japan.,Cambridge quarterly of healthcare ethics : CQ : the international journal of healthcare ethics committees,3,1,NA,23,0.8518518518518519
1995,"MANNUCCI, PM",RECENT PROGRESS IN THE PATHOPHYSIOLOGY OF FIBRINOGEN,EUROPEAN HEART JOURNAL,16,NA,10.1093/eurheartj/16.suppl_A.25,22,0.8461538461538461
2008,"Marta, Janet; Heiss, Christina M.; De Lurgio, Steven A.",An Exploratory Comparison of Ethical Perceptions of Mexican and U. S. Marketers,JOURNAL OF BUSINESS ETHICS,82,3,10.1007/s10551-007-9575-1,11,0.8461538461538461
2008,"Rubin, B.; Gluck, M. E.; Knoll, C. M.; Lorence, M.; Geliebter, A.",Comparison of eating disorders and body image disturbances between Eastern and Western countries,EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY,13,2,10.1007/BF03327606,11,0.8461538461538461
2008,"Khoo, Suan-Phaik; Yap, Adrian U. Jin; Chan, Yiong Huak; Bulgiba, Awang M.",Translating the research diagnostic criteria for temporomandibular disorders into Malay: Evaluation of content and process,JOURNAL OF OROFACIAL PAIN,22,2,NA,11,0.8461538461538461
2008,"Clendon, Sally A.; Erickson, Karen A.",The Vocabulary of Beginning Writers: Implications for Children with Complex Communication Needs,AUGMENTATIVE AND ALTERNATIVE COMMUNICATION,24,4,10.1080/07434610802463999,11,0.8461538461538461
2008,"Inglehart, Ronald; Carballo, Marita",Does Latin America exist? A Global Analysis of Cross-Cultural Differences,PERFILES LATINOAMERICANOS,16,31,NA,11,0.8461538461538461
2002,"Al-Awad, AMEH; Sonuga-Barke, EJS",The application of the Conners' Rating Scales to a Sudanese sample: An analysis of parents' and teachers' ratings of childhood behaviour problems,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,75,NA,10.1348/147608302169634,16,0.8421052631578947
2002,"Perrey, S; Candau, R; Millet, GY; Borrani, F; Rouillon, JD",Decrease in oxygen uptake at the end of a high-intensity submaximal running in humans,INTERNATIONAL JOURNAL OF SPORTS MEDICINE,23,4,10.1055/s-2002-29082,16,0.8421052631578947
1996,"Jadhav, S",The cultural origins of western depression,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,42,4,10.1177/002076409604200403,21,0.84
1996,"Lee, YT; Kleinbach, R; Hu, PC; Peng, ZZ; Chen, XY",Cross-cultural research on euthanasia and abortion,JOURNAL OF SOCIAL ISSUES,52,2,10.1111/j.1540-4560.1996.tb01572.x,21,0.84
1996,"Gerique, JAG; Porres, A; Martinez, DL; Sala, LAA; Blazquez, E; Montoya, MT; DeOya, M",Levels of lipoprotein(a) and plasma lipids in Spanish children aged from 4 to 18 years,ACTA PAEDIATRICA,85,1,10.1111/j.1651-2227.1996.tb13887.x,21,0.84
1997,"Hammerman, C; Kornbluth, E; Lavie, O; Zadka, P; Aboulafia, Y; Eidelman, AI",Decision-making in the critically ill neonate: Cultural background v individual life experiences,JOURNAL OF MEDICAL ETHICS,23,3,10.1136/jme.23.3.164,20,0.8333333333333334
1997,"Barber, CE",Olfactory acuity as a function of age and gender: A comparison of African and American samples,INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,44,4,10.2190/81EE-CKJD-REDM-FJ9G,20,0.8333333333333334
2003,"Aukrust, V; Edwards, CP; Kumru, A; Knoche, L; Kim, M","Young children's close relationships outside the family: Parental ethnotheories in four communities in Norway, United States, Turkey, and Korea",INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,27,6,10.1080/01650250344000109,15,0.8333333333333334
2003,"Wang, ZM",Managerial competency modelling and the development of organizational psychology: A Chinese approach,INTERNATIONAL JOURNAL OF PSYCHOLOGY,38,5,10.1080/00207590244000205,15,0.8333333333333334
2003,"Gouveia, Valdiney V.; Andrade, Josemberg M. de; Milfont, Taciano Lemos; Queiroga, Fabiana; Santos, Walberto Silva dos",Dimensões normativas do individualismo e coletivismo: é suficiente a dicotomia pessoal vs. social?,Psicologia: Reflexão e Crítica,16,2,10.1590/S0102-79722003000200002,15,0.8333333333333334
2009,"Sandal, Gro Mjeldheim; Manzey, Dietrich",Cross-cultural issues in space operations: A survey study among ground personnel of the European Space Agency,ACTA ASTRONAUTICA,65,44541,10.1016/j.actaastro.2009.03.074,10,0.8333333333333334
2009,"Arciniega, Luis M.; Gonzalez, Luis; Soares, Vitor; Ciulli, Stefania; Giannini, Marco",Cross-Cultural Validation of the Work Values Scale EVAT Using Multi-Group Confirmatory Factor Analysis and Confirmatory Multidimensional Scaling,SPANISH JOURNAL OF PSYCHOLOGY,12,2,10.1017/S1138741600002134,10,0.8333333333333334
2009,"Ciochina, Laura; Faria, Luisa",Individualism and Collectivism: What Differences between Portuguese and Romanian Adolescents?,SPANISH JOURNAL OF PSYCHOLOGY,12,2,10.1017/S113874160000192X,10,0.8333333333333334
2009,"Nederlof, Angela F.; Hovens, Johannes E.; Muris, Peter; Novaco, Raymond W.",PSYCHOMETRIC EVALUATION OF A DUTCH VERSION OF THE DIMENSIONS OF ANGER REACTIONS,PSYCHOLOGICAL REPORTS,105,2,10.2466/PR0.105.2.585-592,10,0.8333333333333334
2009,"Farrer, James; Gavin, Jeff",Online Dating in Japan: A Test of Social Information Processing Theory,CYBERPSYCHOLOGY & BEHAVIOR,12,4,10.1089/cpb.2009.0069,10,0.8333333333333334
2009,"Pitter, Robert","Finding the Kieran Way Recreational Sport, Health, and Environmental Policy in Nova Scotia",JOURNAL OF SPORT & SOCIAL ISSUES,33,3,10.1177/0193723509338866,10,0.8333333333333334
2009,"Pedigo, Kerry L.; Marshall, Verena",Bribery: Australian Managers' Experiences and Responses When Operating in International Markets,JOURNAL OF BUSINESS ETHICS,87,1,10.1007/s10551-008-9870-5,10,0.8333333333333334
2009,"Gilleard, Chris; Higgs, Paul",The Power of Silver: Age and Identity Politics in the 21st Century,JOURNAL OF AGING & SOCIAL POLICY,21,3,10.1080/08959420902955917,10,0.8333333333333334
2009,"Tsang, Alex S. L.; Prendergast, Gerard",Does culture affect evaluation expressions? A cross-cultural analysis of Chinese and American computer game reviews,EUROPEAN JOURNAL OF MARKETING,43,44352,10.1108/03090560910947007,10,0.8333333333333334
2015,"Gnambs, Timo; Stiglbauer, Barbara; Selenko, Eva",Psychological effects of (non)employment: A cross-national comparison ofthe United States and Japan,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,56,6,10.1111/sjop.12240,5,0.8333333333333334
2015,"Piedmont, Ralph L.; Braganza, Dinesh J.",Psychometric Evaluation of Responses to the NEO-PI-3 in a Multi-Ethnic Sample of Adults in India,PSYCHOLOGICAL ASSESSMENT,27,4,10.1037/pas0000135,5,0.8333333333333334
2015,"Jiang, Ting; Lindemans, Jan Willem; Bicchieri, Cristina","CAN TRUST FACILITATE BRIBERY? EXPERIMENTAL EVIDENCE FROM CHINA, ITALY, JAPAN, AND THE NETHERLANDS",SOCIAL COGNITION,33,5,10.1521/soco.2015.33.5.483,5,0.8333333333333334
2015,"Lin, Yu-Ling; Rau, Kun-Ming; Liu, Yi-Hui; Lin, Yu-Hua; Ying, Jeremy; Kao, Chia-Chan",Development and validation of the Chinese Version of Spiritual Interests Related Illness Tool for patients with cancer in Taiwan,EUROPEAN JOURNAL OF ONCOLOGY NURSING,19,5,10.1016/j.ejon.2015.03.005,5,0.8333333333333334
2015,"Mellgren, Elisabeth; Margrain, Valerie",Student teacher views of text in early learning environments: images from Sweden and New Zealand,EARLY CHILD DEVELOPMENT AND CARE,185,9,10.1080/03004430.2014.1003554,5,0.8333333333333334
2015,"Liddell, Belinda J.; Das, Pritha; Battaglini, Eva; Malhi, Gin S.; Felmingham, Kim L.; Whitford, Thomas J.; Bryant, Richard A.",Self-Orientation Modulates the Neural Correlates of Global and Local Processing,PLOS ONE,10,8,10.1371/journal.pone.0135453,5,0.8333333333333334
2015,"Jin, Xinhong; Jin, Yahong; Zhou, Shi; Li, Xinhao; Yang, Shun-nan; Yang, Donglin; Nieuwoudt, Johanna E.; Yao, Jiaxin",The Muscle Appearance Satisfaction Scale: A factorial analysis of validity and reliability for its use on adult Chinese male weightlifters,BODY IMAGE,14,NA,10.1016/j.bodyim.2015.04.004,5,0.8333333333333334
2015,"Ribeiro Dias, Juliana Chioda; da Silva, Wanderson Roberto; Maroco, Joao; Duarte Bonini Campos, Juliana Alvares",Validation of the Weight Concerns Scale Applied to Brazilian University Students,BODY IMAGE,14,NA,10.1016/j.bodyim.2015.03.012,5,0.8333333333333334
2015,"Esposito, Lucio; Kebede, Bereket; Maddox, Bryan",The value of literacy practices,COMPARE-A JOURNAL OF COMPARATIVE AND INTERNATIONAL EDUCATION,45,3,10.1080/03057925.2013.862019,5,0.8333333333333334
2015,"Delvecchio, Elisa; Mabilia, Diana; Miconi, Diana; Chirico, Ilaria; Li, Jian-Bin",Self-Consciousness in Chinese and Italian Adolescents: An Exploratory Cross-Cultural Study Using the ASC,CURRENT PSYCHOLOGY,34,1,10.1007/s12144-014-9247-0,5,0.8333333333333334
2015,"Bouchara, Abdelaziz",The role of religion in shaping politeness in Moroccan Arabic: The case of the speech act of greeting and its place in intercultural understanding and misunderstanding,JOURNAL OF POLITENESS RESEARCH-LANGUAGE BEHAVIOUR CULTURE,11,1,10.1515/pr-2015-0004,5,0.8333333333333334
2015,"Johnson, Jessica K. M.; Sarkisian, Natalia; Williamson, John B.",Using a Micro-Level Model to Generate a Macro-Level Model of Productive Successful Aging,GERONTOLOGIST,55,1,10.1093/geront/gnu089,5,0.8333333333333334
2015,"Kim, Eun Joo; Jung, Ji-young",Psychometric Properties of the Alzheimer's Disease Knowledge Scale-Korean Version,JOURNAL OF KOREAN ACADEMY OF NURSING,45,1,10.4040/jkan.2015.45.1.107,5,0.8333333333333334
2015,"Gaur, Sanjaya S.; Bathula, Hanoku; Valcarcel Diaz, Carolina",Conceptualising the influence of the cultural orientation of Latin Americans on consumers' choice of US brands,EUROPEAN BUSINESS REVIEW,27,5,10.1108/EBR-03-2013-0061,5,0.8333333333333334
2015,"Ginosar, Avshalom","Understanding Patriotic Journalism: Culture, Ideology and Professional Behavior",JOURNAL OF MEDIA ETHICS,30,4,10.1080/23736992.2015.1082915,5,0.8333333333333334
2015,"Hauff, Sven; Kirchner, Stefan",Identifying work value patterns: cross-national comparison and historical dynamics,INTERNATIONAL JOURNAL OF MANPOWER,36,2,10.1108/IJM-05-2013-0101,5,0.8333333333333334
2015,"Jaques, Tony",Cadbury and pig DNA: when issue management intersects with religion,CORPORATE COMMUNICATIONS,20,4,10.1108/CCIJ-10-2014-0066,5,0.8333333333333334
2015,"Lucia-Casademunt, Ana M.; García-Cabrera, Antonia M.; Cuéllar-Molina, Deybbi G.","National culture, work-life balance and employee well-being in European tourism firms: the moderating effect of uncertainty avoidance values",Tourism & Management Studies,11,1,NA,5,0.8333333333333334
2015,"Salman, Aneela",Green houses for terrorism: measuring the impact of gender equality attitudes and outcomes as deterrents of terrorism,INTERNATIONAL JOURNAL OF COMPARATIVE AND APPLIED CRIMINAL JUSTICE,39,4,10.1080/01924036.2015.1018285,5,0.8333333333333334
2015,"Simkin, Hugo; Azzollini, Susana","PERSONALITY, SELF-ESTEEM, SPIRITUALITY AND RELIGIOSITY WITHIN THE FIVE-FACTOR MODEL AND THEORY",PSIENCIA-REVISTA LATINOAMERICANA DE CIENCIA PSICOLOGICA,7,2,10.5872/psiencia/7.2.61,5,0.8333333333333334
1975,"BENGTSON, VL; DOWD, JJ; SMITH, DH; INKELES, A","MODERNIZATION, MODERNITY, AND PERCEPTIONS OF AGING - CROSS-CULTURAL STUDY",JOURNALS OF GERONTOLOGY,30,6,10.1093/geronj/30.6.688,38,0.8260869565217391
1998,"Poses, RM; De Saintonge, DMC; McClish, DK; Smith, WR; Huber, EC; Clemo, FLW; Schmitt, BP; Alexander-Forti, D; Racht, EM; Colenda, CC; Centor, RM","An international comparison of physicians' judgments of outcome rates of cardiac procedures and attitudes toward risk, uncertainty, justifiability, and regret",MEDICAL DECISION MAKING,18,2,10.1177/0272989X9801800201,19,0.8260869565217391
2004,"Alansari, B",Internal consistency of the Kuwait University Anxiety Scale in ten Arab countries,SOCIAL BEHAVIOR AND PERSONALITY,32,3,NA,14,0.8235294117647058
1993,"DORING, A; FILIPIAK, B; STIEBER, J; KEIL, U",TRENDS IN ALCOHOL INTAKE IN A SOUTHERN GERMAN POPULATION FROM 1984-1985 TO 1989-1990 - RESULTS OF THE MONICA PROJECT AUGSBURG,JOURNAL OF STUDIES ON ALCOHOL,54,6,NA,23,0.8214285714285714
1988,"PERNER, J; WIMMER, H",MISINFORMATION AND UNEXPECTED CHANGE - TESTING THE DEVELOPMENT OF EPISTEMIC-STATE ATTRIBUTION,PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,50,3,10.1007/BF00310181,27,0.8181818181818182
1999,"James, SA",Primordial prevention of cardiovascular disease among African-Americans: A social epidemiological perspective,PREVENTIVE MEDICINE,29,6,10.1006/pmed.1998.0453,18,0.8181818181818182
2010,"Bouvard, M.; Aulard-Jaccod, J.; Pessonneaux, S.; Hautekeete, M.; Roge, B.",A study on the abbreviated form of the Eysenck Personality Questionnaire Revised-Abbreviated (EPQR-A) in a student population,ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,36,6,10.1016/j.encep.2010.02.006,9,0.8181818181818182
2010,"Smith, K.; Grundy, J. J.; Nelson, H. J.",Culture at the centre of community based aged care in a remote Australian Indigenous setting: a case study of the development of Yuendumu Old People's Programme,RURAL AND REMOTE HEALTH,10,4,NA,9,0.8181818181818182
2010,"Greenberg, David; Kalian, Moshe; Witztum, Eliezer",Value-Sensitive Psychiatric Rehabilitation,TRANSCULTURAL PSYCHIATRY,47,4,10.1177/1363461510383745,9,0.8181818181818182
2010,"Kastrouni, Maria; Sarantopoulou, Eleni; Aperis, Georgios; Alivanis, Polichronis",Quality of life of Greek patients with end stage renal disease undergoing haemodialysis.,Journal of renal care,36,3,10.1111/j.1755-6686.2010.00187.x,9,0.8181818181818182
2010,"Gross, Thomas; Huettl, Tobias; Audige, Laurent; Frey, Chris; Monesi, Mauro; Seibert, Franz Josef; Messmer, Peter",How comparable is so-called standard fracture fixation with an identical implant? A prospective experience with the antegrade femoral nail in South Africa and Europe,INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED,41,4,10.1016/j.injury.2009.10.021,9,0.8181818181818182
2010,"Bunchapattanasakda, Chanchai; Wong, Pisit",Management practices of Chinese managers in Chinese MNCs operating in Bangkok,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,17,3,10.1108/13527601011068360,9,0.8181818181818182
2010,"Goldsmith, Ronald E.; Kim, Daekwan; Flynn, Leisa; Kim, Wan-Min",Consumer Innovativeness for Fashion as a Second Order Construct: A Cross-Cultural Study,Journal of Global Fashion Marketing,1,1,10.1080/20932685.2010.10593057,9,0.8181818181818182
2010,"Kim, Bitna; Titterington, Victoria B.; Kim, Yeonghee; Wells, William (Bill)",Domestic Violence and South Korean Women: The Cultural Context and Alternative Experiences,VIOLENCE AND VICTIMS,25,6,10.1891/0886-6708.25.6.814,9,0.8181818181818182
2010,"Murphy, Edward F., Jr.; Mujtaba, Bahaudin G.; Manyak, Terrell; Sungkhawan, Jatuporn; Greenwood, Regina",Generational value differences of baby boomers in Thailand,ASIA PACIFIC BUSINESS REVIEW,16,4,10.1080/13602380903503762,9,0.8181818181818182
2010,"Novelli, Marina; Burns, Peter",Peer-to-peer capacity-building in tourism: Values and experiences of field-based education,DEVELOPMENT SOUTHERN AFRICA,27,5,10.1080/0376835X.2010.522835,9,0.8181818181818182
2010,"Pan, Yue; Song, Xuebao; Goldschmidt, Ayalla; French, Warren",A cross-cultural investigation of work values among young executives in China and the USA,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,17,3,10.1108/13527601011068379,9,0.8181818181818182
1989,"EISENMAN, PA; JOHNSON, SC; BAINBRIDGE, CN; ZUPAN, MF",APPLIED PHYSIOLOGY OF CROSS-COUNTRY SKIING,SPORTS MEDICINE,8,2,10.2165/00007256-198908020-00001,26,0.8125
2005,"Robarchek, C; Robarchek, C","Waorani grief and the witch-killer's rage: Worldview emotion, and anthropological explanation",ETHOS,33,2,10.1525/eth.2005.33.2.206,13,0.8125
2005,"Cook, Sarah Jane",Use of traditional Mi'kmaq medicine among patients at a First Nations community health centre.,Canadian journal of rural medicine : the official journal of the Society of Rural Physicians of Canada = Journal canadien de la medecine rurale : le journal officiel de la Societe de medecine rurale du Canada,10,2,NA,13,0.8125
2005,"Kim, Su Hyun",Confucian bioethics and cross-cultural considerations in health care decision-making.,Journal of nursing law,10,3,10.1891/107374705780645529,13,0.8125
2000,"Rutten, A; Von Lengerke, T; Abel, T; Kannas, L; Luschen, G; Diaz, JAR; Vinck, J; Van der Zee, J","Policy, competence and participation: empirical evidence for a multilevel health promotion model",HEALTH PROMOTION INTERNATIONAL,15,1,10.1093/heapro/15.1.35,17,0.8095238095238095
1990,"HAMILTON, VL; BLUMENFELD, PC; AKOH, H; MIURA, K","CREDIT AND BLAME AMONG AMERICAN AND JAPANESE CHILDREN - NORMATIVE, CULTURAL, AND INDIVIDUAL-DIFFERENCES",JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,59,3,10.1037/0022-3514.59.3.442,25,0.8064516129032258
1990,"JOHNSON, RC; NAGOSHI, CT; DANKO, GP; HONBO, KAM; CHAU, LL",FAMILIAL TRANSMISSION OF ALCOHOL-USE NORMS AND EXPECTANCIES AND REPORTED ALCOHOL-USE,ALCOHOLISM-CLINICAL AND EXPERIMENTAL RESEARCH,14,2,10.1111/j.1530-0277.1990.tb00475.x,25,0.8064516129032258
1965,"ZURCHER, LA; MEADOW, A; ZURCHER, SL","VALUE ORIENTATION, ROLE-CONFLICT, AND ALIENATION FROM WORK - A CROSS-CULTURAL-STUDY",AMERICAN SOCIOLOGICAL REVIEW,30,4,10.2307/2091343,45,0.8035714285714286
1996,"Sauer, BA",Communicating risk in a cross-cultural context - A cross-cultural comparison of rhetorical and social understandings in US and British mine safety training programs,JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,10,3,10.1177/1050651996010003002,20,0.8
1996,"Weisman, AG; Lopez, SR","Family values, religiosity, and emotional reactions to schizophrenia in Mexican and anglo-American cultures",FAMILY PROCESS,35,2,10.1111/j.1545-5300.1996.00227.x,20,0.8
1996,"Byrne, BM; Baron, P; Larsson, B; Melin, L",Measuring depression for Swedish nonclinical adolescents: Factorial validity and equivalence of the Beck Depression Inventory across gender,SCANDINAVIAN JOURNAL OF PSYCHOLOGY,37,1,10.1111/j.1467-9450.1996.tb00637.x,20,0.8
1996,"Tsuchiya, H; Yamada, K; Tajima, K; Hayashi, T",Urinary excretion of tetrahydro-beta-carbolines relating to ingestion of alcoholic beverages,ALCOHOL AND ALCOHOLISM,31,2,NA,20,0.8
1996,"Flege, JE; Schmidt, AM; Wharton, G",Age of learning affects rate-dependent processing of stops in a second language,PHONETICA,53,3,10.1159/000262195,20,0.8
2001,"Mukhopadhyay, S; Macleod, KA; Ong, TJ; Ogston, SA",Ethnic variation in childhood lung function may relate to preventable nutritional deficiency,ACTA PAEDIATRICA,90,11,NA,16,0.8
2006,"Birtchnell, John; Voortman, Stijn; DeJong, Cor; Gordon, Deidre",Measuring interrelating within couples: The Couple's Relating to Each Other Questionnaires (CREOQ),PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,79,NA,10.1348/147608305X68787,12,0.8
2006,"Leung, C; Pe-Pua, R; Karnilowicz, W",Psychological adaptation and autonomy among adolescents in Australia: A comparison of Anglo-Celtic and three Asian groups,INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS,30,1,10.1016/j.ijintrel.2005.09.002,12,0.8
2011,"Chiorri, Carlo; Melli, Gabriele; Smurra, Rosa",Second-Order Factor Structure of the Vancouver Obsessive Compulsive Inventory (VOCI) in a Non-Clinical Sample,BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,39,5,10.1017/S1352465810000913,8,0.8
2011,"Gordon, John-Stewart",Global Ethics and Principlism,KENNEDY INSTITUTE OF ETHICS JOURNAL,21,3,10.1353/ken.2011.0011,8,0.8
2011,"Grimsmo, J.; Grundvold, I.; Maehlum, S.; Arnesen, H.",Echocardiographic evaluation of aged male cross country skiers,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,21,3,10.1111/j.1600-0838.2009.01054.x,8,0.8
2011,"Black, Roxie M.",Cultural Considerations of Hand Use,JOURNAL OF HAND THERAPY,24,2,10.1016/j.jht.2010.09.067,8,0.8
2011,"Gwozdz, W.; Reisch, L. A.",Instruments for analysing the influence of advertising on children's food choices,INTERNATIONAL JOURNAL OF OBESITY,35,NA,10.1038/ijo.2011.46,8,0.8
2011,"Mustapha, Abolaji Samuel",Compliment response patterns among speakers of Nigerian English,JOURNAL OF PRAGMATICS,43,5,10.1016/j.pragma.2010.10.025,8,0.8
2011,"Untas, A.; Rascle, N.; Cosnefroy, O.; Borteyrou, X.; Saada, Y.; Koleck, M.",Psychometric properties of the French adaptation of the Family Relationship Index (FRI),ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE,37,2,10.1016/j.encep.2010.04.008,8,0.8
2011,"Alas, Ruth; Papalexandris, Nancy; Niglas, Katrin; Galanaki, Eleanna",MANAGERIAL VALUES AND EMPLOYEE COMMITMENT IN A CULTURAL CONTEXT,TRANSFORMATIONS IN BUSINESS & ECONOMICS,10,2,NA,8,0.8
2011,"Hassi, Abderrahman; Storti, Giovanna; Azennoud, Abderrahman",Corporate trainers' credibility and cultural values: evidence from Canada and Morocco,CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,18,4,10.1108/13527601111179546,8,0.8
2011,"Tang, Tang",Marketing higher education across borders: a cross-cultural analysis of university websites in the US and China,CHINESE JOURNAL OF COMMUNICATION,4,4,10.1080/17544750.2011.616288,8,0.8
2016,"Kayama, Misa; Haight, Wendy; Ku (Mary), May Lee; Cho, Minhae; Lee, Hee Yun","Perspectives of elementary school educators in Japan, South Korea, Taiwan and the US on disability, stigmatization and children's developing self Part 2: Solutions",CHILDREN AND YOUTH SERVICES REVIEW,70,NA,10.1016/j.childyouth.2016.10.009,4,0.8
2016,"Lee, Seung-Hee; Workman, Jane; Jung, Kwangho","Perception of Time, Creative Attitudes, and Adoption of Innovations: A Cross-Cultural Study from Chinese and US College Students",SUSTAINABILITY,8,11,10.3390/su8111193,4,0.8
2016,"Woodley of Menie, Michael A.; Piffer, Davide; Penaherrera, Mateo A.; Rindermann, Heiner",Evidence of contemporary polygenic selection on the Big G of national cognitive ability: A cross-cultural sociogenetic analysis,PERSONALITY AND INDIVIDUAL DIFFERENCES,102,NA,10.1016/j.paid.2016.06.054,4,0.8
2016,"Mellor-Marsa, Blanca; Miret, Marta; Abad, Francisco J.; Chatterji, Somnath; Olaya, Beatriz; Tobiasz-Adamczyk, Beata; Koskinen, Seppo; Leonardi, Matilde; Maria Haro, Josep; Luis Ayuso-Mateos, Jose; Felix Caballero, Francisco",Measurement Invariance of the Day Reconstruction Method: Results from the COURAGE in Europe Project,JOURNAL OF HAPPINESS STUDIES,17,5,10.1007/s10902-015-9669-x,4,0.8
2016,"Kaminsky, Jessica A.",Cultured Construction: Global Evidence of the Impact of National Values on Piped-to-Premises Water Infrastructure Development,ENVIRONMENTAL SCIENCE & TECHNOLOGY,50,14,10.1021/acs.est.6b01107,4,0.8
2016,"Zhang, Qiaoping; Barkatsas, Tasos; Law, Huk-Yuen; Leu, Yuh-Chyn; Seah, Wee Tiong; Wong, Ngai-Ying","What Primary Students in the Chinese Mainland, Hong Kong and Taiwan Value in Mathematics Learning: A Comparative Analysis",INTERNATIONAL JOURNAL OF SCIENCE AND MATHEMATICS EDUCATION,14,5,10.1007/s10763-014-9615-0,4,0.8
2016,"Zolzer, F",Are the core values of the radiological protection system shared across cultures?,Annals of the ICRP,45,1 Suppl,10.1177/0146645316630169,4,0.8
2016,"Jaime-Castillo, Antonio M.; Fernandez, Juan J.; Valiente, Celia; Mayrl, Damon","Collective religiosity and the gender gap in attitudes towards economic redistribution in 86 countries, 1990-2008",SOCIAL SCIENCE RESEARCH,57,NA,10.1016/j.ssresearch.2016.01.009,4,0.8
2016,"Baider, Lea; Goldzweig, Gil",A Brief Encounter with the Middle East: A Narrative of One Muslim Woman Diagnosed with Breast Cancer,ASIA-PACIFIC JOURNAL OF ONCOLOGY NURSING,3,2,10.4103/2347-5625.172485,4,0.8
2016,"Park, Junsu; Kim, Do-Yeong; Zhang, Chong",Understanding Cross-National Differences in Risk Through a Localized Cultural Perspective,CROSS-CULTURAL RESEARCH,50,1,10.1177/1069397115609560,4,0.8
2016,"Aschauer, Wolfgang",Societal Malaise and Ethnocentrism in the European Union: Monitoring Societal Change by Focusing on EU Citizens' Perceptions of Crisis,HISTORICAL SOCIAL RESEARCH-HISTORISCHE SOZIALFORSCHUNG,41,2,10.12759/hsr.41.2016.2.307-359,4,0.8
2016,"Berg, Marie M.; Dolva, Anne-Stine; Kleiven, Jo; Krumlinde-Sundholm, Lena",Normative Scores for the Pediatric Evaluation of Disability Inventory in Norway,PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS,36,2,10.3109/01942638.2015.1050149,4,0.8
2016,"Chung, Chih-Hung; Angnakoon, Putthachat; Li, Jessica; Allen, Jeff",Virtual HRD and national culture: an information processing perspective,EUROPEAN JOURNAL OF TRAINING AND DEVELOPMENT,40,1,10.1108/EJTD-04-2015-0025,4,0.8
2016,"Dell'Era, Silvina; Dimaro, Mariana; Gamboa, Anabella; Belen Spath, Maria; Salzberg, Sandra; Hernandez, Daniel",Cross-cultural adaptation and Argentine validation of the Lower Extremity Functional Scale Questionnaire,MEDICINA-BUENOS AIRES,76,5,NA,4,0.8
